Date,Close/Last,Volume,Open,High,Low
11/22/2021,$238.38,717815,$242.21,$242.50,$238.29
11/19/2021,$242.01,495526,$246.18,$246.18,$241.55
11/18/2021,$246.12,551306,$244.10,$246.34,$242.83
11/17/2021,$243.90,623845,$240.84,$244.03,$235.22
11/16/2021,$241.89,471121,$245.43,$245.90,$241.18
11/15/2021,$245.43,383096,$241.05,$245.47,$240.38
11/12/2021,$241.01,386246,$241.32,$242.165,$239.62
11/11/2021,$241.02,533833,$240.72,$241.09,$238.74
11/10/2021,$240.36,389883,$239.50,$241.22,$239.50
11/09/2021,$240.13,457859,$238.68,$240.22,$237.70
11/08/2021,$238.38,644227,$240.75,$241.00,$235.3518
11/05/2021,$237.84,770976,$235.70,$238.68,$234.47
11/04/2021,$233.72,518119,$236.77,$237.89,$231.45
11/03/2021,$236.73,785456,$236.54,$237.11,$234.192
11/02/2021,$235.60,631519,$236.52,$237.10,$233.87
11/01/2021,$235.10,589766,$237.32,$237.32,$230.74
10/29/2021,$236.68,923756,$238.41,$239.86,$236.03
10/28/2021,$239.20,776931,$236.14,$241.635,$235.061
10/27/2021,$236.63,602125,$235.00,$238.50,$233.6325
10/26/2021,$234.41,355127,$233.04,$235.82,$231.50
10/25/2021,$232.77,393141,$232.63,$233.63,$230.73
